gene,community
PI4KA,BrC17
PIK3R4,BrC17
PIP4K2B,BrC17
PITPNA,BrC17
PITRM1,BrC17
PKD1,BrC17
PLEC,BrC17
PLEKHM1,BrC17
POLG,BrC17
POLR1B,BrC17
POLR2A,BrC17
POLR3C,BrC17
POM121,BrC17
PRDM11,BrC17
PRDM6,BrC17
PRPF8,BrC17
PRRC2B,BrC17
QRICH1,BrC17
RAB11FIP5,BrC17
RAB5B,BrC17
RFC1,BrC17
RNF40,BrC17
RPRD2,BrC17
RRM1,BrC17
SAP130,BrC17
SART3,BrC17
SDAD1,BrC17
SEC16A,BrC17
SEC24C,BrC17
SETDB1,BrC17
SF3A1,BrC17
SF3A3,BrC17
SF3B3,BrC17
SIN3A,BrC17
SLC4A1AP,BrC17
SMARCC2,BrC17
SMARCD1,BrC17
SMC1A,BrC17
SMC3,BrC17
SMG6,BrC17
SNRNP200,BrC17
SP1,BrC17
SPECC1L,BrC17
SPEN,BrC17
SPG11,BrC17
SPPL3,BrC17
SRCAP,BrC17
SSBP3,BrC17
STAT6,BrC17
STK35,BrC17
STRIP1,BrC17
STT3A,BrC17
SYNRG,BrC17
SZT2,BrC17
TADA2A,BrC17
TCF20,BrC17
THUMPD3,BrC17
TMEM237,BrC17
TNPO2,BrC17
TOM1L2,BrC17
TRAPPC11,BrC17
TRIM32,BrC17
TRIM39,BrC17
TRIM4,BrC17
TRIP4,BrC17
TRRAP,BrC17
TSSK4,BrC17
TSTD2,BrC17
TXLNA,BrC17
UBE3B,BrC17
UBFD1,BrC17
URGCP,BrC17
USP27X,BrC17
USP30,BrC17
VPS39,BrC17
XPO6,BrC17
XPO7,BrC17
YTHDF1,BrC17
YTHDF2,BrC17
ZBED4,BrC17
ZBTB40,BrC17
ZC3H14,BrC17
ZDHHC5,BrC17
ZDHHC7,BrC17
ZFYVE26,BrC17
ZNF317,BrC17
ZNF318,BrC17
ZNF384,BrC17
ZNF407,BrC17
ZNF746,BrC17
ZSCAN25,BrC17
ZZEF1,BrC17
AGGF1,BrC25
ALS2,BrC25
ANKIB1,BrC25
APC,BrC25
APPBP2,BrC25
ASH1L,BrC25
ASXL2,BrC25
ATXN1L,BrC25
BAZ1B,BrC25
BIRC6,BrC25
BTBD7,BrC25
CASP8AP2,BrC25
CDC42BPB,BrC25
CLOCK,BrC25
CNOT1,BrC25
COPA,BrC25
CPSF2,BrC25
CUL1,BrC25
DCAF10,BrC25
DCP1A,BrC25
DLG1,BrC25
DYNC1H1,BrC25
EIF2AK4,BrC25
FAM120A,BrC25
FBXO28,BrC25
FBXW11,BrC25
GSK3B,BrC25
GXYLT1,BrC25
HEATR5A,BrC25
HECTD1,BrC25
ICE1,BrC25
ICE2,BrC25
MAN1A2,BrC25
MAPK1,BrC25
MED1,BrC25
MGAT5,BrC25
MIA3,BrC25
MTMR9,BrC25
NAA30,BrC25
NCKAP1,BrC25
NFATC3,BrC25
NIN,BrC25
NRDC,BrC25
PBRM1,BrC25
PKD2,BrC25
POGK,BrC25
PURA,BrC25
RAB3GAP1,BrC25
SETX,BrC25
SLAIN2,BrC25
SMG1,BrC25
SNX13,BrC25
SON,BrC25
SOS2,BrC25
TPR,BrC25
TRAPPC10,BrC25
TRIM44,BrC25
TRIP11,BrC25
TRIP12,BrC25
TRPM7,BrC25
UGGT1,BrC25
USO1,BrC25
USP34,BrC25
USP47,BrC25
USP7,BrC25
USP9X,BrC25
VPS13D,BrC25
WDFY3,BrC25
WDR82,BrC25
WIPF2,BrC25
ZC3H13,BrC25
ZFR,BrC25
ZFYVE9,BrC25
ZNF41,BrC25
ZNF770,BrC25
ZYG11B,BrC25
ALG5,BrC15
ANAPC15,BrC15
APOO,BrC15
ARL6IP4,BrC15
ASNA1,BrC15
ATG5,BrC15
ATP5C1,BrC15
ATP5F1,BrC15
ATP5G1,BrC15
ATRAID,BrC15
BABAM1,BrC15
BAD,BrC15
BANF1,BrC15
BRK1,BrC15
BRMS1,BrC15
BUD31,BrC15
C11orf98,BrC15
C16orf91,BrC15
C18orf32,BrC15
C19orf53,BrC15
CCDC167,BrC15
CDC123,BrC15
CENPX,BrC15
CHCHD1,BrC15
CHCHD2,BrC15
CHMP2A,BrC15
CIB1,BrC15
CISD2,BrC15
CKLF,BrC15
CMC1,BrC15
COA3,BrC15
COA4,BrC15
COA6,BrC15
COMMD5,BrC15
COPE,BrC15
COPS6,BrC15
COPS9,BrC15
COX16,BrC15
CREB3,BrC15
CUEDC2,BrC15
DAD1,BrC15
DCTPP1,BrC15
DDX49,BrC15
DPM1,BrC15
DPM2,BrC15
DPM3,BrC15
DYNLRB1,BrC15
EEF1AKMT1,BrC15
EEF1E1,BrC15
EIF3I,BrC15
EIF6,BrC15
ELP5,BrC15
EMC4,BrC15
EMC7,BrC15
EMG1,BrC15
ERH,BrC15
FAAP20,BrC15
FAM162A,BrC15
FAM173A,BrC15
FAM96B,BrC15
FDX2,BrC15
FIBP,BrC15
FKBP2,BrC15
FLYWCH2,BrC15
FRG1,BrC15
GEMIN2,BrC15
GGPS1,BrC15
GNB2,BrC15
GNG5,BrC15
GON7,BrC15
GTF2A2,BrC15
HAUS1,BrC15
HRAS,BrC15
HSPBP1,BrC15
ITPA,BrC15
JTB,BrC15
KRTCAP2,BrC15
LAGE3,BrC15
LAMTOR4,BrC15
LAMTOR5,BrC15
LSM3,BrC15
LSM4,BrC15
LSM7,BrC15
MAD2L2,BrC15
MAGOH,BrC15
MAIP1,BrC15
MCRIP1,BrC15
MEA1,BrC15
MED11,BrC15
MED19,BrC15
MED31,BrC15
METTL26,BrC15
MIEN1,BrC15
MIIP,BrC15
MINOS1,BrC15
MRPL1,BrC15
MRPL13,BrC15
MRPL14,BrC15
MRPL16,BrC15
MRPL17,BrC15
MRPL18,BrC15
MRPL22,BrC15
MRPL27,BrC15
MRPL28,BrC15
MRPL33,BrC15
MRPL39,BrC15
MRPL51,BrC15
MRPL52,BrC15
MRPS17,BrC15
MRPS18A,BrC15
MRPS22,BrC15
MRPS23,BrC15
MRPS28,BrC15
MVB12A,BrC15
MYDGF,BrC15
MYL12B,BrC15
NAA38,BrC15
NANS,BrC15
NAXE,BrC15
NDUFA11,BrC15
NDUFA9,BrC15
NDUFB4,BrC15
NDUFB6,BrC15
NDUFS3,BrC15
NELFE,BrC15
NHP2,BrC15
NUBP2,BrC15
NUDT2,BrC15
OSTC,BrC15
PARK7,BrC15
PDCD10,BrC15
PDZD11,BrC15
PEF1,BrC15
PFDN6,BrC15
PHF5A,BrC15
PIGBOS1,BrC15
PIN1,BrC15
POLR2I,BrC15
POLR2J,BrC15
POLR2K,BrC15
POP7,BrC15
PPP1R7,BrC15
PPP4C,BrC15
PRDX1,BrC15
PSENEN,BrC15
PSMA5,BrC15
PSMB1,BrC15
PSMB2,BrC15
PSMB3,BrC15
PSMB4,BrC15
PSMB7,BrC15
PSMD13,BrC15
PSMD9,BrC15
PSMG3,BrC15
PYM1,BrC15
RABAC1,BrC15
RABEPK,BrC15
RANBP1,BrC15
RBX1,BrC15
RNF181,BrC15
RNF7,BrC15
RPA3,BrC15
RPF1,BrC15
RPL26L1,BrC15
RPP25L,BrC15
RPS27L,BrC15
RUVBL2,BrC15
SAP18,BrC15
SCAND1,BrC15
SDHAF2,BrC15
SDHAF3,BrC15
SDHAF4,BrC15
SEC13,BrC15
SEC61B,BrC15
SEC61G,BrC15
SELENOF,BrC15
SELENOH,BrC15
SELENOK,BrC15
SELENOM,BrC15
SEM1,BrC15
SF3B5,BrC15
SF3B6,BrC15
SHARPIN,BrC15
SIVA1,BrC15
SLC25A39,BrC15
SLC35B1,BrC15
SMIM7,BrC15
SNRPB2,BrC15
SNRPC,BrC15
SNRPD3,BrC15
SNRPE,BrC15
SNRPF,BrC15
SNRPG,BrC15
SNU13,BrC15
SPCS1,BrC15
SPCS2,BrC15
SRP14,BrC15
SSBP1,BrC15
SSSCA1,BrC15
STX8,BrC15
SUMO1,BrC15
THOC7,BrC15
TIMMDC1,BrC15
TMA7,BrC15
TMBIM4,BrC15
TMED1,BrC15
TMEM147,BrC15
TMEM14C,BrC15
TMEM208,BrC15
TMEM223,BrC15
TMEM261,BrC15
TOMM6,BrC15
TOPORS-AS1,BrC15
TPRKB,BrC15
TRAPPC4,BrC15
TRAPPC5,BrC15
TRMT112,BrC15
TSSC4,BrC15
TXN,BrC15
TXN2,BrC15
TXNDC12,BrC15
TXNDC9,BrC15
UBE2M,BrC15
UBL5,BrC15
UFC1,BrC15
UQCC2,BrC15
URM1,BrC15
ZNHIT1,BrC15
ANAPC11,BrC18
APRT,BrC18
ATOX1,BrC18
ATP5D,BrC18
ATP5E,BrC18
ATP5H,BrC18
ATP5I,BrC18
ATP5J,BrC18
ATP5J2,BrC18
ATP5L,BrC18
ATP5O,BrC18
AURKAIP1,BrC18
BLOC1S1,BrC18
BLVRA,BrC18
C14orf2,BrC18
C19orf24,BrC18
C19orf70,BrC18
C1orf122,BrC18
CDKN2AIPNL,BrC18
CISD3,BrC18
CLPP,BrC18
COX5A,BrC18
COX5B,BrC18
COX6A1,BrC18
COX6B1,BrC18
COX6C,BrC18
COX7A2,BrC18
COX7B,BrC18
COX7C,BrC18
COX8A,BrC18
CYC1,BrC18
DDT,BrC18
DNPH1,BrC18
DRAP1,BrC18
DTYMK,BrC18
ECI1,BrC18
ELOB,BrC18
EMC6,BrC18
FAM58A,BrC18
FIS1,BrC18
FMC1,BrC18
GADD45GIP1,BrC18
HSD17B10,BrC18
ISOC2,BrC18
JOSD2,BrC18
LAMTOR1,BrC18
LAMTOR2,BrC18
LINC00116,BrC18
LSM1,BrC18
LSM10,BrC18
MALSU1,BrC18
MCRIP2,BrC18
MDH2,BrC18
MPDU1,BrC18
MPG,BrC18
MRPL12,BrC18
MRPL20,BrC18
MRPL24,BrC18
MRPL34,BrC18
MRPL36,BrC18
MRPL40,BrC18
MRPL47,BrC18
MRPL54,BrC18
MRPL58,BrC18
MRPS11,BrC18
MRPS12,BrC18
MRPS15,BrC18
MRPS16,BrC18
MRPS18C,BrC18
MRPS33,BrC18
MRPS34,BrC18
MRPS36,BrC18
MRPS7,BrC18
NDUFA1,BrC18
NDUFA12,BrC18
NDUFA13,BrC18
NDUFA2,BrC18
NDUFA3,BrC18
NDUFA4,BrC18
NDUFA6,BrC18
NDUFA7,BrC18
NDUFA8,BrC18
NDUFAB1,BrC18
NDUFAF2,BrC18
NDUFAF8,BrC18
NDUFB1,BrC18
NDUFB10,BrC18
NDUFB11,BrC18
NDUFB2,BrC18
NDUFB3,BrC18
NDUFB7,BrC18
NDUFB8,BrC18
NDUFB9,BrC18
NDUFC2,BrC18
NDUFS5,BrC18
NDUFS6,BrC18
NDUFS7,BrC18
NDUFS8,BrC18
NDUFV2,BrC18
NEDD8,BrC18
NFU1,BrC18
NOP10,BrC18
OAZ1,BrC18
ORMDL2,BrC18
OST4,BrC18
PGLS,BrC18
PHB,BrC18
PPIA,BrC18
PPP1CA,BrC18
PRADC1,BrC18
PRDX2,BrC18
PRDX4,BrC18
PRELID1,BrC18
PSMA1,BrC18
PSMA2,BrC18
PSMA3,BrC18
PSMA4,BrC18
PSMA6,BrC18
PSMB5,BrC18
PSMB6,BrC18
PSMC3,BrC18
ROMO1,BrC18
RPS19BP1,BrC18
SDHB,BrC18
SERF2,BrC18
SLC39A3,BrC18
SLIRP,BrC18
SMIM4,BrC18
SNAPIN,BrC18
SNF8,BrC18
SOD1,BrC18
SSNA1,BrC18
STOML2,BrC18
STUB1,BrC18
TACO1,BrC18
TAF10,BrC18
TBCA,BrC18
TIMM10,BrC18
TIMM13,BrC18
TIMM50,BrC18
TIMM8B,BrC18
TMEM126A,BrC18
TMEM14B,BrC18
TMEM256,BrC18
TOMM22,BrC18
TOMM5,BrC18
TXNDC17,BrC18
TXNL4A,BrC18
UQCC3,BrC18
UQCR10,BrC18
UQCR11,BrC18
UQCRFS1,BrC18
UQCRH,BrC18
UQCRQ,BrC18
USMG5,BrC18
YIF1A,BrC18
YIF1B,BrC18
ANLN,BrC19
APOBEC3B,BrC19
ARHGAP11A,BrC19
ASF1B,BrC19
ASPHD1,BrC19
ASPM,BrC19
AURKA,BrC19
AURKB,BrC19
BIRC5,BrC19
BLM,BrC19
BRCA2,BrC19
BRIP1,BrC19
BUB1,BrC19
BUB1B,BrC19
C16orf59,BrC19
CCNA2,BrC19
CCNB1,BrC19
CCNB2,BrC19
CCNE1,BrC19
CDC20,BrC19
CDC25A,BrC19
CDC45,BrC19
CDC6,BrC19
CDCA2,BrC19
CDCA3,BrC19
CDCA5,BrC19
CDCA8,BrC19
CDK1,BrC19
CDT1,BrC19
CENPE,BrC19
CENPF,BrC19
CENPI,BrC19
CENPK,BrC19
CENPM,BrC19
CENPU,BrC19
CEP55,BrC19
CHEK1,BrC19
CKAP2,BrC19
CKAP2L,BrC19
CLSPN,BrC19
DDIAS,BrC19
DEPDC1,BrC19
DEPDC1B,BrC19
DIAPH3,BrC19
DLGAP5,BrC19
DTL,BrC19
E2F1,BrC19
E2F2,BrC19
E2F7,BrC19
E2F8,BrC19
EME1,BrC19
ERCC6L,BrC19
ESCO2,BrC19
ESPL1,BrC19
EXO1,BrC19
EZH2,BrC19
FAM111B,BrC19
FAM64A,BrC19
FANCA,BrC19
FANCI,BrC19
FBXO43,BrC19
FNDC10,BrC19
FOXM1,BrC19
GINS1,BrC19
GINS2,BrC19
GINS4,BrC19
GTSE1,BrC19
H2AFX,BrC19
HAPLN4,BrC19
HELLS,BrC19
HJURP,BrC19
HMMR,BrC19
IQGAP3,BrC19
KIAA1524,BrC19
KIF11,BrC19
KIF14,BrC19
KIF15,BrC19
KIF18A,BrC19
KIF18B,BrC19
KIF20A,BrC19
KIF23,BrC19
KIF24,BrC19
KIF2C,BrC19
KIF4A,BrC19
KNL1,BrC19
LMNB1,BrC19
MAD2L1,BrC19
MCM2,BrC19
MELK,BrC19
MKI67,BrC19
MND1,BrC19
MYBL2,BrC19
NCAPG,BrC19
NDC80,BrC19
NEK2,BrC19
NUF2,BrC19
NUSAP1,BrC19
OIP5,BrC19
ORC1,BrC19
ORC6,BrC19
PARPBP,BrC19
PBK,BrC19
PCLAF,BrC19
PIF1,BrC19
PKMYT1,BrC19
PLK1,BrC19
PLK4,BrC19
POC1A,BrC19
POLQ,BrC19
PRC1,BrC19
PRR11,BrC19
PTTG1,BrC19
RACGAP1,BrC19
RAD51,BrC19
RAD51AP1,BrC19
RAD54L,BrC19
RMI2,BrC19
RRM2,BrC19
SHCBP1,BrC19
SKA1,BrC19
SKA3,BrC19
SPAG5,BrC19
SPC24,BrC19
SPC25,BrC19
STIL,BrC19
STMN1,BrC19
TACC3,BrC19
TICRR,BrC19
TK1,BrC19
TOP2A,BrC19
TPX2,BrC19
TRIP13,BrC19
TROAP,BrC19
TTK,BrC19
TYMS,BrC19
UBE2C,BrC19
UBE2T,BrC19
UHRF1,BrC19
WDR62,BrC19
XRCC2,BrC19
ZNF367,BrC19
ZWINT,BrC19
